NRA,NOMBRE,SECTOR,ESTADO,MUNICIPIO,SUSTANCIA,UNIDAD,AIRE,AGUA,SUELO,REUTILIZACION,RECICLADO,COPROCESAMIENTO,TRATAMIENTO,DISP_FINAL,ALCANTARILLADO,INCINERACION,OTROS,Comp_or_persist,Gases_Efecto_Invern,Hidrocarb_arom_y_alif,Metales,Organohalogenados,Sust_agot_del_ozono,Plaguicidas,Otras_sust_peligr,GRUPO
CON7X0501011,CONDUIT SA DE CV. ,Metalurgica (incluye la siderurgica),COAHUILA,Frontera,Niquel (compuestos),Kg,0,0,0.1154,0,0,0,0,0,0.1852,0,5.035,,,,1,,,,,Metales
CON7X0501011,CONDUIT SA DE CV. ,Metalurgica (incluye la siderurgica),COAHUILA,Frontera,Plomo (compuestos),Kg,0,0,0.1154,0,0,0,0,0,0.1852,0,1.292,,,,1,,,,,Metales
COR2200600135,CORDAFLEX.  S.A. DE C.V.. ,Equipos y articulos electronicos.  electricos y domesticos,QUERETARO,Corregidora,Arsenico (compuestos),Kg,0,0,36.1375,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
COR2200600135,CORDAFLEX.  S.A. DE C.V.. ,Equipos y articulos electronicos.  electricos y domesticos,QUERETARO,Corregidora,Bioxido de carbono,Kg,5726570,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
COR2200600135,CORDAFLEX.  S.A. DE C.V.. ,Equipos y articulos electronicos.  electricos y domesticos,QUERETARO,Corregidora,Hexafluoruro de azufre,Kg,26.082,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
COSN60901311,COSBEL SA DE CV. ,Quimica,DISTRITO FEDERAL,Xochimilco,Cromo (compuestos),Kg,0,0,0,0,0,0,0,0,18.8596,0,0,,,,1,,,,,Metales
COSN60901311,COSBEL SA DE CV. ,Quimica,DISTRITO FEDERAL,Xochimilco,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,5.0062,0,0,,,,1,,,,,Metales
COSN60901311,COSBEL SA DE CV. ,Quimica,DISTRITO FEDERAL,Xochimilco,Plomo (compuestos),Kg,0,0,0,0,0,0,0,0,32.6605,0,0,,,,1,,,,,Metales
COSN60901311,COSBEL SA DE CV. ,Quimica,DISTRITO FEDERAL,Xochimilco,Bioxido de carbono,Kg,1485202.56,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
COS5N1904611,COSMOCEL.  S.A.. COSMOCEL.  S.A,Quimica,NUEVO LEON,San Nicolas de los Garza,Bioxido de carbono,Kg,2343079.49,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
COT0400300363,COTEMAR S.A. DE C.V.. PATIO DE ALMACENES Y MANTENIMIENTO,Otros,CAMPECHE,Carmen,Cromo (compuestos),Kg,0,0,2.5082,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
COT0400300363,COTEMAR S.A. DE C.V.. PATIO DE ALMACENES Y MANTENIMIENTO,Otros,CAMPECHE,Carmen,Niquel (compuestos),Kg,0,0,3.7623,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
COT0400300363,COTEMAR S.A. DE C.V.. PATIO DE ALMACENES Y MANTENIMIENTO,Otros,CAMPECHE,Carmen,Plomo (compuestos),Kg,0,0,0,0,1279.92,0,0,0,0,0,0,,,,1,,,,,Metales
CPA1503900058,CONVERTIDOR DE PAPEL.  S.A. DE C.V.. Convertipap Ixtapaluca,Celulosa y papel,MEXICO,Ixtapaluca,Bioxido de carbono,Kg,6107930,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CPA562900311,CONVERTIDOR DE PAPEL.  S.A. DE C.V.. CONVERTIPAP EL EXPERTO EN CONVERSION,Celulosa y papel,TLAXCALA,Atlangatepec,Bioxido de carbono,Kg,3719830,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CPBMQ2804121,COMERCIALIZADORA LA PUREZA DE BEBIDAS S. DE R.L. DE C.V..  CEDI VICTORIA,Bebidas y tabaco,TAMAULIPAS,Victoria,Bioxido de carbono,Kg,526795.3,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CPB362800321,COMERCIALIZADORA LA PUREZA DE BEBIDAS S. DE R.L. DE C.V.. ,Bebidas y tabaco,TAMAULIPAS,Altamira,Bioxido de carbono,Kg,3221000,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CPB561102011,Celulosa y Papel del Bajio S.A. de C.V.. ,Celulosa y papel,GUANAJUATO,Leon,Bioxido de carbono,Kg,15269550,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CPD3103500003,CENTRO PORCICOLA DZIUCHE S.P.R. DE R.I.. ,Alimenticio y/o de consumo humano,YUCATAN,Hoctun,Niquel (compuestos),Kg,0,1.4404,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPILJ1901811,CORPORACION PIPSA SA DE CV. ,Metalurgica (incluye la siderurgica),NUEVO LEON,Garcia,Bioxido de carbono,Kg,7495415.16,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CPILJ1901811,CORPORACION PIPSA SA DE CV. ,Metalurgica (incluye la siderurgica),NUEVO LEON,Garcia,Plomo (polvos respirables.  humos o vapores),Kg,236.301,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPIMC1403911,INGREDION MEXICO SA DE CV. PLANTA GUADALAJARA,Quimica,JALISCO,Guadalajara,Arsenico (compuestos),Kg,0,0,0,0,0,0,0,0,1.4193,0,0,,,,1,,,,,Metales
CPIMC1403911,INGREDION MEXICO SA DE CV. PLANTA GUADALAJARA,Quimica,JALISCO,Guadalajara,Cadmio (compuestos),Kg,0,0,0,0,0,0,0,0,8.8704,0,0,,,,1,,,,,Metales
CPIMC1403911,INGREDION MEXICO SA DE CV. PLANTA GUADALAJARA,Quimica,JALISCO,Guadalajara,Cromo (compuestos),Kg,0,0,0,0,0,0,0,0,44.3519,0,0,,,,1,,,,,Metales
CPIMC1403911,INGREDION MEXICO SA DE CV. PLANTA GUADALAJARA,Quimica,JALISCO,Guadalajara,Plomo (compuestos),Kg,0,0,0,0,0,0,0,0,44.3519,0,0,,,,1,,,,,Metales
CPIMC1403911,INGREDION MEXICO SA DE CV. PLANTA GUADALAJARA,Quimica,JALISCO,Guadalajara,Bioxido de carbono,Kg,4247562.1,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CPI272201611,INGREDION MeXICO S.A. DE C.V.. INGREDION,Alimenticio y/o de consumo humano,QUERETARO,San Juan del Rio,Arsenico (compuestos),Kg,0,0,0.0045,0,0,0,0,0,2.7393,0,0,,,,1,,,,,Metales
CPI272201611,INGREDION MeXICO S.A. DE C.V.. INGREDION,Alimenticio y/o de consumo humano,QUERETARO,San Juan del Rio,Cadmio (compuestos),Kg,0,0,0.0075,0,0,0,0,0,12.9848,0,0,,,,1,,,,,Metales
CPI272201611,INGREDION MeXICO S.A. DE C.V.. INGREDION,Alimenticio y/o de consumo humano,QUERETARO,San Juan del Rio,Cromo (compuestos),Kg,0,0,0.0398,0,0,0,0,0,129.2504,0,0,,,,1,,,,,Metales
CPI272201611,INGREDION MeXICO S.A. DE C.V.. INGREDION,Alimenticio y/o de consumo humano,QUERETARO,San Juan del Rio,Plomo (compuestos),Kg,0,0,0.075,0,0,0,0,0,262.7599,0,0,,,,1,,,,,Metales
CPK3109300005,CENTRO PORCICOLA KATANCHEL S.P.R. DE R.I.. ,Alimenticio y/o de consumo humano,YUCATAN,Tixkokob,Arsenico (compuestos),Kg,0,1.8877,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPK3109300005,CENTRO PORCICOLA KATANCHEL S.P.R. DE R.I.. ,Alimenticio y/o de consumo humano,YUCATAN,Tixkokob,Cadmio (compuestos),Kg,0,1.8877,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPK3109300005,CENTRO PORCICOLA KATANCHEL S.P.R. DE R.I.. ,Alimenticio y/o de consumo humano,YUCATAN,Tixkokob,Cromo (compuestos),Kg,0,1.8877,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPK3109300005,CENTRO PORCICOLA KATANCHEL S.P.R. DE R.I.. ,Alimenticio y/o de consumo humano,YUCATAN,Tixkokob,Niquel (compuestos),Kg,0,1.8877,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPK3109300005,CENTRO PORCICOLA KATANCHEL S.P.R. DE R.I.. ,Alimenticio y/o de consumo humano,YUCATAN,Tixkokob,Plomo (compuestos),Kg,0,1.8877,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPL0400300076,Constructora y Perforadora Latina S.A. de C.V.. Plataforma Autoelevable de Perforacion La Santa Maria,Otros,CAMPECHE,Carmen,Cromo (compuestos),Kg,0,2.1626,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPL0400300076,Constructora y Perforadora Latina S.A. de C.V.. Plataforma Autoelevable de Perforacion La Santa Maria,Otros,CAMPECHE,Carmen,Niquel (compuestos),Kg,0,3.2438,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPL0400300076,Constructora y Perforadora Latina S.A. de C.V.. Plataforma Autoelevable de Perforacion La Santa Maria,Otros,CAMPECHE,Carmen,Oxido nitroso,Kg,118131.23,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CPL0400300076,Constructora y Perforadora Latina S.A. de C.V.. Plataforma Autoelevable de Perforacion La Santa Maria,Otros,CAMPECHE,Carmen,Bioxido de carbono,Kg,6287630.21,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CPL0400300108,Constructora y Perforadora Latina S.A. de C.V.. PLATAFORMA AE LA COVADONGA,Petroleo y petroquimica,CAMPECHE,Carmen,Cromo (compuestos),Kg,0,2.2496,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPL0400300108,Constructora y Perforadora Latina S.A. de C.V.. PLATAFORMA AE LA COVADONGA,Petroleo y petroquimica,CAMPECHE,Carmen,Niquel (compuestos),Kg,0,3.3744,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPL0400300108,Constructora y Perforadora Latina S.A. de C.V.. PLATAFORMA AE LA COVADONGA,Petroleo y petroquimica,CAMPECHE,Carmen,Oxido nitroso,Kg,149949.34,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CPL0400300108,Constructora y Perforadora Latina S.A. de C.V.. PLATAFORMA AE LA COVADONGA,Petroleo y petroquimica,CAMPECHE,Carmen,Bioxido de carbono,Kg,7981174.38,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CPL0400300298,Constructora y Perforadora Latina S.A. de C.V.. Plataforma de perforacion modular latina 01,Otros,CAMPECHE,Carmen,Cromo (compuestos),Kg,0,1.2168,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPL0400300298,Constructora y Perforadora Latina S.A. de C.V.. Plataforma de perforacion modular latina 01,Otros,CAMPECHE,Carmen,Niquel (compuestos),Kg,0,1.8252,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPL0400300298,Constructora y Perforadora Latina S.A. de C.V.. Plataforma de perforacion modular latina 01,Otros,CAMPECHE,Carmen,Oxido nitroso,Kg,127485.97,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CPL0400300298,Constructora y Perforadora Latina S.A. de C.V.. Plataforma de perforacion modular latina 01,Otros,CAMPECHE,Carmen,Bioxido de carbono,Kg,6785543.36,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CPM1101700070,COMERCIALIZADORA PORCiCOLA MEXICANA SA DE CV. ,Alimenticio y/o de consumo humano,GUANAJUATO,Irapuato,Niquel (compuestos),Kg,0,0,0.7729,0,0,0,0,0,0,0,0.3987,,,,1,,,,,Metales
CPM3107400001,CENTRO PORCICOLA MUNA HACIENDA S.P.R. DE R.I.. ,Alimenticio y/o de consumo humano,YUCATAN,Tahmek,Niquel (compuestos),Kg,0,1.3278,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPO572201611,Cartones Ponderosa S.A. de C.V.. ,Celulosa y papel,QUERETARO,San Juan del Rio,Niquel (compuestos),Kg,0,13,12,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPP3100200007,CENTRO PORCICOLA PETECTUNICH S.P.R. DE R.I.. ,Alimenticio y/o de consumo humano,YUCATAN,Acanceh,Cadmio (compuestos),Kg,0,91.212,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPQ5J1503311,Clariant Productos Quimicos.  S.A. de C.V.. ,Quimica,MEXICO,Ecatepec de Morelos,Cromo (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,2.16,,,,1,,,,,Metales
CPQ5J1503311,Clariant Productos Quimicos.  S.A. de C.V.. ,Quimica,MEXICO,Ecatepec de Morelos,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,2.7,,,,1,,,,,Metales
CPQ5J1503311,Clariant Productos Quimicos.  S.A. de C.V.. ,Quimica,MEXICO,Ecatepec de Morelos,Bioxido de carbono,Kg,3502034,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CPR2G3012511,CENTRAL PROGRESO S.A DE C.V. CENTRAL PROGRESO S.A. DE C.V.,Alimenticio y/o de consumo humano,VERACRUZ,Paso del Macho,Cadmio (compuestos),Kg,0,0,4.268,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPR2G3012511,CENTRAL PROGRESO S.A DE C.V. CENTRAL PROGRESO S.A. DE C.V.,Alimenticio y/o de consumo humano,VERACRUZ,Paso del Macho,Niquel (compuestos),Kg,0,0,11.6464,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPR2G3012511,CENTRAL PROGRESO S.A DE C.V. CENTRAL PROGRESO S.A. DE C.V.,Alimenticio y/o de consumo humano,VERACRUZ,Paso del Macho,Plomo (compuestos),Kg,0,0,14.8018,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPR3005200001,CENTRAL LA PROVIDENCIA SA DE CV. ,Alimenticio y/o de consumo humano,VERACRUZ,Cuichapa,Arsenico (compuestos),Kg,0,0,3.0365,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPR3005200001,CENTRAL LA PROVIDENCIA SA DE CV. ,Alimenticio y/o de consumo humano,VERACRUZ,Cuichapa,Cadmio (compuestos),Kg,0,0,42.5108,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPR3005200001,CENTRAL LA PROVIDENCIA SA DE CV. ,Alimenticio y/o de consumo humano,VERACRUZ,Cuichapa,Cromo (compuestos),Kg,0,0,201.42,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPR3005200001,CENTRAL LA PROVIDENCIA SA DE CV. ,Alimenticio y/o de consumo humano,VERACRUZ,Cuichapa,Mercurio (compuestos),Kg,0,0,1.0122,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPR3005200001,CENTRAL LA PROVIDENCIA SA DE CV. ,Alimenticio y/o de consumo humano,VERACRUZ,Cuichapa,Niquel (compuestos),Kg,0,0,495.9589,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPR3005200001,CENTRAL LA PROVIDENCIA SA DE CV. ,Alimenticio y/o de consumo humano,VERACRUZ,Cuichapa,Plomo (compuestos),Kg,0,0,186.2376,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPS3100700002,CENTRO PORCICOLA SAN ANTONIO PUHA II S.P.R. DE R.I.. ,Alimenticio y/o de consumo humano,YUCATAN,Cacalchen,Niquel (compuestos),Kg,0,1.3191,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CPT3107800003,CENTRO PORCICOLA TIXKOCHOH S.P.R. DE R.I.. ,Alimenticio y/o de consumo humano,YUCATAN,Tekanto,Niquel (compuestos),Kg,0,1.4521,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CQU1904800059,COMPLEX QUIMICA.  S.A. DE C.V.. PLANTA SANTA CATARINA,Quimica,NUEVO LEON,Santa Catarina,Bioxido de carbono,Kg,699039.93,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CQU1904800059,COMPLEX QUIMICA.  S.A. DE C.V.. PLANTA SANTA CATARINA,Quimica,NUEVO LEON,Santa Catarina,Plomo (polvos respirables.  humos o vapores),Kg,0,0,0,0,21,0,0,0,0,0,0,,,,1,,,,,Metales
CRA0710100446,CENTRO REGIONAL DE ALTA ESPECIALIDAD DE CHIAPAS. HOSPITAL REGIONAL DE ALTA ESPECIALIDAD CIUDAD SALUD,Servicios de salud y de asistencia,CHIAPAS,Tapachula,Cromo (compuestos),Kg,0,0,6.2145,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CRA0710100446,CENTRO REGIONAL DE ALTA ESPECIALIDAD DE CHIAPAS. HOSPITAL REGIONAL DE ALTA ESPECIALIDAD CIUDAD SALUD,Servicios de salud y de asistencia,CHIAPAS,Tapachula,Niquel (compuestos),Kg,0,0,4.7804,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CRA0710100446,CENTRO REGIONAL DE ALTA ESPECIALIDAD DE CHIAPAS. HOSPITAL REGIONAL DE ALTA ESPECIALIDAD CIUDAD SALUD,Servicios de salud y de asistencia,CHIAPAS,Tapachula,Plomo (compuestos),Kg,0,0,4.5414,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CRIKE1903912,Chevrolet del Rio.  S.A. de C.V.. Chevrolet del Rio Cumbres Elite ,Automotriz,NUEVO LEON,Monterrey,Plomo (polvos respirables.  humos o vapores),Kg,0,0,0,0,266.22,0,0,0,0,0,0,,,,1,,,,,Metales
CRI8A1407011,CROMADOS RIVERA S.A. DE C.V.. ,Quimica,JALISCO,El Salto,Cromo (compuestos),Kg,0,0,0,0,0,0,0,1200,0,0,0,,,,1,,,,,Metales
CRO0803700414,CRONI SA DE CV. CRONI SA DE DE CV,Quimica,CHIHUAHUA,Juarez,Cromo (compuestos),Kg,0,1.06,0,0,0,0,0,0,1.0165,0,0,,,,1,,,,,Metales
CRO0803700414,CRONI SA DE CV. CRONI SA DE DE CV,Quimica,CHIHUAHUA,Juarez,Bioxido de carbono,Kg,827363,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CRO462107611,CONFECCIONES DE LA ROSA SA DE CV. CONFECCIONES DE LA ROSA,Textiles.  fibras e hilos,PUEBLA,Hueytamalco,Cromo (compuestos),Kg,0,0,1.4761,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CRO462107611,CONFECCIONES DE LA ROSA SA DE CV. CONFECCIONES DE LA ROSA,Textiles.  fibras e hilos,PUEBLA,Hueytamalco,Niquel (compuestos),Kg,0,0,1.4563,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CRO691300312,Comercial Roshfrans.  S.A. de C.V.. ,Quimica,HIDALGO,Actopan,Bioxido de carbono,Kg,367400,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CRP3011800031,CADILLAC RUBBER AND PLASTICS DE MEXICO SA DE CV. CADILLAC RUBBER AND PLASTICS SA DE CV,Automotriz,VERACRUZ,Orizaba,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,2.0493,0,0,,,,1,,,,,Metales
CRP3011800031,CADILLAC RUBBER AND PLASTICS DE MEXICO SA DE CV. CADILLAC RUBBER AND PLASTICS SA DE CV,Automotriz,VERACRUZ,Orizaba,Plomo (compuestos),Kg,0,0,0,0,0,0,0,0,1.4755,0,0,,,,1,,,,,Metales
CRP3011800031,CADILLAC RUBBER AND PLASTICS DE MEXICO SA DE CV. CADILLAC RUBBER AND PLASTICS SA DE CV,Automotriz,VERACRUZ,Orizaba,Bioxido de carbono,Kg,7635500,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CRY3020600006,CRYOINFRA.  S.A. DE C.V.. CRYOINFRA S.A. DE C.V. PLANTA CRIOGeNICA ETILENO XXI,Quimica,VERACRUZ,Nanchital de Lazaro Cardenas del Rio,Cromo (compuestos),Kg,0,3.86,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CRY3020600006,CRYOINFRA.  S.A. DE C.V.. CRYOINFRA S.A. DE C.V. PLANTA CRIOGeNICA ETILENO XXI,Quimica,VERACRUZ,Nanchital de Lazaro Cardenas del Rio,Niquel (compuestos),Kg,0,4.49,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CRY3020600006,CRYOINFRA.  S.A. DE C.V.. CRYOINFRA S.A. DE C.V. PLANTA CRIOGeNICA ETILENO XXI,Quimica,VERACRUZ,Nanchital de Lazaro Cardenas del Rio,Plomo (compuestos),Kg,0,2.0205,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CRY5K1100711,CRYOINFRA S.A. DE C.V. PLANTA CELAYA. ,Quimica,GUANAJUATO,Celaya,Bioxido de carbono,Kg,742381.44,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CRY5K1510611,CRYOINFRA S.A. DE C.V. PLANTA TOLUCA. ,Quimica,MEXICO,Toluca,Niquel (compuestos),Kg,0,0,1.2337,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CRY5K1510611,CRYOINFRA S.A. DE C.V. PLANTA TOLUCA. ,Quimica,MEXICO,Toluca,Plomo (compuestos),Kg,0,0,2.9624,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CRY5K1510611,CRYOINFRA S.A. DE C.V. PLANTA TOLUCA. ,Quimica,MEXICO,Toluca,Bioxido de carbono,Kg,18746236.8,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CRY5K2113611,CRYOINFRA.  S.A DE C.V..  (CRYOGENICA PUEBLA),Quimica,PUEBLA,San Miguel Xoxtla,Cadmio (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,3.0321,,,,1,,,,,Metales
CRY5K2113611,CRYOINFRA.  S.A DE C.V..  (CRYOGENICA PUEBLA),Quimica,PUEBLA,San Miguel Xoxtla,Cromo (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,37.1427,,,,1,,,,,Metales
CRY5K2113611,CRYOINFRA.  S.A DE C.V..  (CRYOGENICA PUEBLA),Quimica,PUEBLA,San Miguel Xoxtla,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,14.5539,,,,1,,,,,Metales
CRY5K2113611,CRYOINFRA.  S.A DE C.V..  (CRYOGENICA PUEBLA),Quimica,PUEBLA,San Miguel Xoxtla,Plomo (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,22.4372,,,,1,,,,,Metales
CRY5K2113612,CRYOINFRA.  S.A DE C.V..  (CO2 PUEBLA),Quimica,PUEBLA,San Miguel Xoxtla,Cromo (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,3.0169,,,,1,,,,,Metales
CRY5K2113612,CRYOINFRA.  S.A DE C.V..  (CO2 PUEBLA),Quimica,PUEBLA,San Miguel Xoxtla,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,1.1821,,,,1,,,,,Metales
CRY5K2113612,CRYOINFRA.  S.A DE C.V..  (CO2 PUEBLA),Quimica,PUEBLA,San Miguel Xoxtla,Plomo (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,1.8225,,,,1,,,,,Metales
CRY5K2800311,CRYOINFRA.  S.A DE C.V.. CRYOINFRA.  S.A. DE C.V.,Quimica,TAMAULIPAS,Altamira,Cadmio (compuestos),Kg,0,2.1092,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CRY5K2800311,CRYOINFRA.  S.A DE C.V.. CRYOINFRA.  S.A. DE C.V.,Quimica,TAMAULIPAS,Altamira,Cromo (compuestos),Kg,0,10.546,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CRY5K2800311,CRYOINFRA.  S.A DE C.V.. CRYOINFRA.  S.A. DE C.V.,Quimica,TAMAULIPAS,Altamira,Niquel (compuestos),Kg,0,12.6552,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CRY5K2800311,CRYOINFRA.  S.A DE C.V.. CRYOINFRA.  S.A. DE C.V.,Quimica,TAMAULIPAS,Altamira,Plomo (compuestos),Kg,0,4.2184,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CRY5K3010811,CRYOINFRA.  S.A DE C.V..  MINATITLAN ,Quimica,VERACRUZ,Minatitlan,Cromo (compuestos),Kg,0,0,0,0,0,0,0,0,4.6847,0,0,,,,1,,,,,Metales
CRY5K3010811,CRYOINFRA.  S.A DE C.V..  MINATITLAN ,Quimica,VERACRUZ,Minatitlan,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,3.6659,0,0,,,,1,,,,,Metales
CRY5K3010811,CRYOINFRA.  S.A DE C.V..  MINATITLAN ,Quimica,VERACRUZ,Minatitlan,Plomo (compuestos),Kg,0,0,0,0,0,0,0,0,2.4522,0,0,,,,1,,,,,Metales
CSAAD0502711,CENTRAL SALTILLO.  S.A. DE C.V.. CENTRAL SALTILLO,Generacion de energia electrica,COAHUILA,Ramos Arizpe,Bioxido de carbono,Kg,737614890,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CSAAD0502711,CENTRAL SALTILLO.  S.A. DE C.V.. CENTRAL SALTILLO,Generacion de energia electrica,COAHUILA,Ramos Arizpe,Formaldehido,Kg,3732,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
CSAAD0502711,CENTRAL SALTILLO.  S.A. DE C.V.. CENTRAL SALTILLO,Generacion de energia electrica,COAHUILA,Ramos Arizpe,Acetaldehido,Kg,210,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,Otras sustancias
CSA0503000109,CSP SALTILLO S. DE R. L. DE C. V.. ,Quimica,COAHUILA,Saltillo,Estireno (fenil etileno),Kg,2052.05,0,3078.08,0,0,0,0,0,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
CSA0503000109,CSP SALTILLO S. DE R. L. DE C. V.. ,Quimica,COAHUILA,Saltillo,Bioxido de carbono,Kg,11736330,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CSM3004400102,CENTRAL SAN MIGUELITO.  S. A. DE C. V.. CENTRAL SAN MIGUELITO,Alimenticio y/o de consumo humano,VERACRUZ,Cordoba,Cadmio (compuestos),Kg,0,1.0368,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CSM3004400102,CENTRAL SAN MIGUELITO.  S. A. DE C. V.. CENTRAL SAN MIGUELITO,Alimenticio y/o de consumo humano,VERACRUZ,Cordoba,Niquel (compuestos),Kg,0,12.9596,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CSM3004400102,CENTRAL SAN MIGUELITO.  S. A. DE C. V.. CENTRAL SAN MIGUELITO,Alimenticio y/o de consumo humano,VERACRUZ,Cordoba,Plomo (compuestos),Kg,0,4.6655,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
CSO742603011,CALHIDRA DE SONORA SA DE CV. CALHIDRA DE SONORA S.A. DE C.V.,Cemento y Cal,SONORA,Hermosillo,Bioxido de carbono,Kg,250668621.3,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
